user_id,created_at,company_id,language,activated_at,state
1262.0,2013-04-17T08:18:04,395.0,english,,pending
1263.0,2013-04-17T15:32:56,12692.0,english,2013-04-17T15:34:22,active
1264.0,2013-04-17T01:09:08,3.0,english,,pending
1265.0,2013-04-17T16:51:13,7853.0,japanese,2013-04-17T16:52:46,active
1266.0,2013-04-17T16:18:48,6818.0,english,2013-04-17T16:20:28,active
1267.0,2013-04-17T15:57:40,6717.0,english,,pending
1268.0,2013-04-17T17:27:40,10410.0,japanese,,pending
1269.0,2013-04-17T14:49:28,6791.0,english,,pending
1270.0,2013-04-17T11:24:01,10068.0,german,2013-04-17T11:25:27,active
1271.0,2013-04-17T10:59:03,311.0,german,2013-04-17T11:00:19,active
1272.0,2013-04-17T09:48:43,9.0,chinese,2013-04-17T09:50:21,active
1273.0,2013-04-17T18:42:02,10678.0,arabic,2013-04-17T18:43:41,active
1274.0,2013-04-17T11:46:00,8.0,english,2013-04-17T11:47:47,active
1275.0,2013-04-17T08:03:43,5413.0,english,,pending
1276.0,2013-04-17T08:22:38,12501.0,english,,pending
1277.0,2013-04-17T17:55:45,18.0,english,2013-04-17T17:57:04,active
1278.0,2013-04-17T11:59:28,3639.0,indian,,pending
1279.0,2013-04-17T18:56:38,3912.0,english,,pending
1280.0,2013-04-17T09:17:14,11694.0,english,,pending
1281.0,2013-04-17T18:41:31,8699.0,english,,pending
1282.0,2013-04-18T12:41:47,7.0,english,,pending
1283.0,2013-04-18T14:56:52,4913.0,english,,pending
1284.0,2013-04-18T13:19:33,11004.0,korean,2013-04-18T13:20:53,active
1285.0,2013-04-18T19:16:49,2.0,italian,,pending
1286.0,2013-04-18T03:52:10,1.0,english,,pending
1287.0,2013-04-18T11:50:12,1911.0,german,2013-04-18T11:51:51,active
1288.0,2013-04-18T11:51:23,4304.0,german,2013-04-18T11:53:00,active
1289.0,2013-04-18T08:18:49,5049.0,english,2013-04-18T08:20:30,active
1290.0,2013-04-18T10:52:31,6762.0,spanish,2013-04-18T10:53:52,active
1291.0,2013-04-18T09:09:20,9803.0,japanese,,pending
1292.0,2013-04-18T07:38:15,1.0,russian,2013-04-18T07:39:25,active
1293.0,2013-04-18T14:10:23,6215.0,spanish,2013-04-18T14:12:16,active
1294.0,2013-04-18T11:09:23,3342.0,portugese,2013-04-18T11:10:46,active
1295.0,2013-04-18T17:31:30,4398.0,japanese,2013-04-18T17:32:52,active
1296.0,2013-04-18T23:51:38,12258.0,indian,2013-04-18T23:53:02,active
1297.0,2013-04-18T13:34:18,6776.0,english,2013-04-18T13:35:52,active
1298.0,2013-04-18T04:37:04,137.0,english,2013-04-18T04:38:35,active
1299.0,2013-04-19T18:26:17,12305.0,chinese,,pending
1300.0,2013-04-19T10:45:26,5.0,english,,pending
1301.0,2013-04-19T06:14:27,5774.0,spanish,2013-04-19T06:16:02,active
1302.0,2013-04-19T16:21:52,3738.0,german,2013-04-19T16:23:15,active
1303.0,2013-04-19T18:31:01,7.0,english,,pending
1304.0,2013-04-19T13:47:18,140.0,english,2013-04-19T13:48:43,active
1305.0,2013-04-19T03:16:52,12489.0,english,2013-04-19T03:18:06,active
1306.0,2013-04-19T07:08:58,8036.0,english,2013-04-19T07:10:25,active
1307.0,2013-04-19T11:37:46,154.0,russian,,pending
1308.0,2013-04-19T10:10:38,351.0,english,2013-04-19T10:12:15,active
1309.0,2013-04-19T21:24:50,5516.0,english,2013-04-19T21:26:29,active
1310.0,2013-04-19T10:39:28,12619.0,english,2013-04-19T10:41:02,active
1311.0,2013-04-19T15:07:01,1880.0,french,2013-04-19T15:08:25,active
1312.0,2013-04-19T13:54:38,5825.0,italian,,pending
1313.0,2013-04-19T10:27:10,5020.0,french,,pending
1314.0,2013-04-19T11:26:54,825.0,english,2013-04-19T11:28:28,active
1315.0,2013-04-20T14:06:48,111.0,english,2013-04-20T14:08:23,active
1316.0,2013-04-20T16:36:30,15.0,german,,pending
1317.0,2013-04-20T13:19:32,145.0,english,,pending
1318.0,2013-04-20T16:01:47,10661.0,english,2013-04-20T16:03:17,active
1319.0,2013-04-21T16:28:34,324.0,spanish,,pending
1320.0,2013-04-21T13:13:50,11912.0,japanese,2013-04-21T13:15:33,active
1321.0,2013-04-21T15:23:27,3753.0,portugese,,pending
1322.0,2013-04-21T19:56:21,3704.0,english,,pending
1323.0,2013-04-21T17:30:08,199.0,portugese,2013-04-21T17:31:49,active
1324.0,2013-04-21T05:39:52,51.0,spanish,,pending
1325.0,2013-04-22T09:59:26,2.0,french,,pending
1326.0,2013-04-22T17:38:56,11552.0,english,,pending
1327.0,2013-04-22T17:58:03,7992.0,portugese,2013-04-22T17:59:38,active
1328.0,2013-04-22T15:43:28,24.0,german,,pending
1329.0,2013-04-22T16:49:13,245.0,english,,pending
1330.0,2013-04-22T17:44:26,9717.0,english,2013-04-22T17:45:53,active
1331.0,2013-04-22T09:11:15,6759.0,korean,,pending
1332.0,2013-04-22T13:20:18,10829.0,english,,pending
1333.0,2013-04-22T02:22:36,17.0,chinese,,pending
1334.0,2013-04-22T10:45:24,2.0,portugese,2013-04-22T10:46:58,active
1335.0,2013-04-22T10:01:43,7413.0,english,,pending
1336.0,2013-04-22T10:17:17,12687.0,french,2013-04-22T10:19:03,active
1337.0,2013-04-22T16:20:58,3514.0,english,2013-04-22T16:22:25,active
1338.0,2013-04-22T08:11:27,8.0,portugese,2013-04-22T08:13:08,active
1339.0,2013-04-22T17:27:19,6075.0,english,,pending
1340.0,2013-04-22T12:17:58,170.0,arabic,,pending
1341.0,2013-04-23T19:23:38,113.0,english,2013-04-23T19:25:00,active
1342.0,2013-04-23T18:57:29,6118.0,english,2013-04-23T18:58:56,active
1343.0,2013-04-23T01:28:38,8041.0,english,2013-04-23T01:30:05,active
1344.0,2013-04-23T07:28:37,333.0,german,2013-04-23T07:30:10,active
1345.0,2013-04-23T20:03:23,11488.0,english,,pending
1346.0,2013-04-23T17:19:22,5.0,russian,,pending
1347.0,2013-04-23T20:11:38,8834.0,english,,pending
1348.0,2013-04-23T14:42:02,9847.0,english,,pending
1349.0,2013-04-23T18:43:17,8842.0,portugese,2013-04-23T18:44:36,active
1350.0,2013-04-23T07:50:38,2960.0,english,,pending
1351.0,2013-04-23T15:54:13,6.0,english,,pending
1352.0,2013-04-23T18:01:30,5348.0,japanese,2013-04-23T18:02:59,active
1353.0,2013-04-23T12:21:31,10100.0,english,,pending
1354.0,2013-04-23T09:12:44,11589.0,japanese,2013-04-23T09:13:53,active
1355.0,2013-04-23T13:01:26,1.0,japanese,2013-04-23T13:02:45,active
1356.0,2013-04-23T15:55:13,11.0,english,,pending
1357.0,2013-04-23T17:27:54,1387.0,french,,pending
1358.0,2013-04-24T08:41:27,12228.0,french,,pending
1359.0,2013-04-24T09:19:04,11819.0,spanish,2013-04-24T09:20:45,active
1360.0,2013-04-24T05:23:50,3642.0,german,,pending
1361.0,2013-04-24T08:32:12,5493.0,chinese,2013-04-24T08:33:33,active
1362.0,2013-04-24T15:54:59,7.0,english,2013-04-24T15:56:19,active
1363.0,2013-04-24T14:54:39,8757.0,english,,pending
1364.0,2013-04-24T07:12:29,11992.0,russian,,pending
1365.0,2013-04-24T15:24:06,5750.0,english,2013-04-24T15:25:44,active
1366.0,2013-04-24T10:22:53,8620.0,english,,pending
1367.0,2013-04-24T15:18:22,11198.0,english,2013-04-24T15:19:52,active
1368.0,2013-04-24T10:23:10,3914.0,portugese,2013-04-24T10:24:34,active
1369.0,2013-04-24T18:00:20,81.0,japanese,,pending
1370.0,2013-04-24T18:19:33,1.0,english,2013-04-24T18:21:10,active
1371.0,2013-04-24T10:54:35,12423.0,english,2013-04-24T10:55:51,active
1372.0,2013-04-24T12:13:05,17.0,english,,pending
1373.0,2013-04-24T10:14:23,7791.0,portugese,,pending
1374.0,2013-04-24T16:23:35,383.0,english,2013-04-24T16:25:09,active
1375.0,2013-04-24T07:38:59,56.0,japanese,,pending
1376.0,2013-04-24T08:39:23,6639.0,english,,pending
1377.0,2013-04-25T07:50:29,1264.0,english,2013-04-25T07:51:59,active
1378.0,2013-04-25T07:10:02,80.0,english,2013-04-25T07:11:25,active
1379.0,2013-04-25T11:25:21,1.0,spanish,,pending
1380.0,2013-04-25T07:22:26,5189.0,spanish,,pending
1381.0,2013-04-25T18:07:59,6673.0,english,2013-04-25T18:09:44,active
1382.0,2013-04-25T14:32:16,6199.0,english,,pending
1383.0,2013-04-25T14:13:48,6635.0,japanese,2013-04-25T14:15:07,active
1384.0,2013-04-25T21:54:51,4380.0,english,,pending
1385.0,2013-04-25T09:41:49,17.0,english,2013-04-25T09:43:10,active
1386.0,2013-04-25T10:34:12,18.0,spanish,,pending
1387.0,2013-04-25T14:19:45,10373.0,english,,pending
1388.0,2013-04-25T19:28:03,1576.0,english,,pending
1389.0,2013-04-25T14:31:51,994.0,english,2013-04-25T14:33:13,active
1390.0,2013-04-25T16:55:27,2282.0,german,,pending
1391.0,2013-04-25T14:25:34,7947.0,english,2013-04-25T14:26:54,active
1392.0,2013-04-25T11:10:10,9458.0,english,2013-04-25T11:11:11,active
1393.0,2013-04-25T11:58:48,1.0,english,,pending
1394.0,2013-04-26T14:03:49,1.0,spanish,,pending
1395.0,2013-04-26T13:47:31,8.0,english,,pending
1396.0,2013-04-26T09:37:03,3.0,english,,pending
1397.0,2013-04-26T17:51:57,1.0,german,2013-04-26T17:53:20,active
1398.0,2013-04-26T19:49:24,3228.0,english,2013-04-26T19:51:08,active
1399.0,2013-04-26T17:30:41,1426.0,russian,,pending
1400.0,2013-04-26T14:10:23,615.0,english,,pending
1401.0,2013-04-26T16:18:22,12597.0,arabic,2013-04-26T16:19:56,active
1402.0,2013-04-26T13:20:13,6.0,english,2013-04-26T13:21:34,active
1403.0,2013-04-26T14:55:41,19.0,japanese,,pending
1404.0,2013-04-26T09:19:49,31.0,english,,pending
1405.0,2013-04-26T04:22:00,3661.0,german,2013-04-26T04:23:27,active
1406.0,2013-04-26T09:29:35,616.0,english,,pending
1407.0,2013-04-26T14:21:08,12.0,english,2013-04-26T14:22:29,active
1408.0,2013-04-26T15:24:55,1861.0,arabic,2013-04-26T15:26:33,active
1409.0,2013-04-26T13:29:07,9764.0,english,,pending
1410.0,2013-04-26T09:58:35,5.0,spanish,,pending
1411.0,2013-04-26T10:05:13,10709.0,english,,pending
1412.0,2013-04-27T18:14:18,2613.0,japanese,2013-04-27T18:15:27,active
1413.0,2013-04-27T12:24:13,1410.0,english,,pending
1414.0,2013-04-27T05:41:18,1878.0,spanish,,pending
1415.0,2013-04-27T12:55:31,3.0,english,2013-04-27T12:57:01,active
1416.0,2013-04-27T23:43:24,2.0,english,,pending
1417.0,2013-04-27T12:50:01,582.0,french,,pending
1418.0,2013-04-28T17:32:46,8792.0,french,2013-04-28T17:34:25,active
1419.0,2013-04-28T14:11:38,270.0,english,,pending
1420.0,2013-04-28T10:49:29,12447.0,english,,pending
1421.0,2013-04-28T11:36:02,6360.0,french,2013-04-28T11:37:47,active
1422.0,2013-04-28T07:43:29,5.0,japanese,,pending
1423.0,2013-04-29T12:27:57,3861.0,english,,pending
1424.0,2013-04-29T14:24:02,4774.0,english,,pending
1425.0,2013-04-29T17:33:22,5870.0,german,,pending
1426.0,2013-04-29T18:37:34,11836.0,english,,pending
1427.0,2013-04-29T18:04:03,7292.0,english,2013-04-29T18:05:40,active
1428.0,2013-04-29T04:28:00,630.0,english,,pending
1429.0,2013-04-29T14:00:26,34.0,english,,pending
1430.0,2013-04-29T14:28:47,2922.0,english,2013-04-29T14:30:07,active
1431.0,2013-04-29T22:12:56,8802.0,english,,pending
1432.0,2013-04-29T14:42:33,2.0,english,,pending
1433.0,2013-04-29T13:40:59,9372.0,english,,pending
1434.0,2013-04-29T07:21:27,1647.0,english,2013-04-29T07:23:10,active
1435.0,2013-04-29T06:35:23,3877.0,portugese,,pending
1436.0,2013-04-29T13:04:40,8161.0,english,,pending
1437.0,2013-04-29T13:31:46,76.0,french,,pending
1438.0,2013-04-29T09:27:45,8244.0,english,2013-04-29T09:29:05,active
1439.0,2013-04-29T09:16:17,102.0,english,2013-04-29T09:17:45,active
1440.0,2013-04-29T19:43:00,2072.0,spanish,2013-04-29T19:44:41,active
1441.0,2013-04-29T15:07:52,8308.0,english,2013-04-29T15:09:11,active
1442.0,2013-04-29T10:56:07,10916.0,italian,2013-04-29T10:57:46,active
1443.0,2013-04-29T11:28:21,5151.0,french,2013-04-29T11:29:57,active
1444.0,2013-04-30T12:28:14,9212.0,spanish,2013-04-30T12:29:16,active
1445.0,2013-04-30T09:10:34,11207.0,spanish,2013-04-30T09:11:48,active
1446.0,2013-04-30T12:55:34,4301.0,english,2013-04-30T12:57:14,active
1447.0,2013-04-30T12:54:16,36.0,russian,,pending
1448.0,2013-04-30T12:12:30,186.0,arabic,,pending
1449.0,2013-04-30T12:49:04,6454.0,english,,pending
1450.0,2013-04-30T12:04:12,2965.0,portugese,,pending
1451.0,2013-04-30T11:07:27,11408.0,english,,pending
1452.0,2013-04-30T08:09:26,859.0,english,,pending
1453.0,2013-04-30T17:58:50,97.0,english,2013-04-30T18:00:35,active
1454.0,2013-04-30T16:37:59,1620.0,english,2013-04-30T16:39:26,active
1455.0,2013-04-30T15:57:09,10425.0,english,,pending
1456.0,2013-04-30T11:22:11,5892.0,english,2013-04-30T11:24:01,active
1457.0,2013-04-30T18:25:03,13.0,english,,pending
1458.0,2013-04-30T13:44:01,1.0,english,2013-04-30T13:45:25,active
1459.0,2013-04-30T10:26:32,7042.0,english,2013-04-30T10:28:09,active
1460.0,2013-04-30T14:25:01,12738.0,english,2013-04-30T14:26:02,active
1461.0,2013-04-30T12:23:32,10942.0,english,,pending
1462.0,2013-04-30T15:52:42,183.0,italian,2013-04-30T15:53:57,active
1463.0,2013-04-30T22:35:50,8983.0,english,,pending
1464.0,2013-05-01T09:38:25,15.0,english,,pending
1465.0,2013-05-01T12:20:36,2824.0,english,2013-05-01T12:21:57,active
1466.0,2013-05-01T09:15:57,4283.0,korean,,pending
1467.0,2013-05-01T07:27:31,1884.0,german,2013-05-01T07:28:59,active
1468.0,2013-05-01T16:52:25,10283.0,english,2013-05-01T16:53:58,active
1469.0,2013-05-01T05:41:47,10492.0,french,,pending
1470.0,2013-05-01T13:08:50,10944.0,portugese,,pending
1471.0,2013-05-01T06:09:46,3971.0,french,2013-05-01T06:11:07,active
1472.0,2013-05-01T17:00:14,244.0,english,2013-05-01T17:01:43,active
1473.0,2013-05-01T08:33:49,9.0,indian,2013-05-01T08:35:27,active
1474.0,2013-05-01T10:08:11,1.0,english,,pending
1475.0,2013-05-01T13:39:38,1931.0,spanish,,pending
1476.0,2013-05-01T17:23:57,5485.0,spanish,,pending
1477.0,2013-05-01T08:12:48,9102.0,english,2013-05-01T08:14:28,active
1478.0,2013-05-01T13:40:28,10357.0,english,,pending
1479.0,2013-05-01T15:56:26,7668.0,english,2013-05-01T15:58:14,active
1480.0,2013-05-01T16:49:00,7939.0,japanese,2013-05-01T16:50:30,active
1481.0,2013-05-01T13:15:52,11772.0,indian,2013-05-01T13:17:22,active
1482.0,2013-05-01T15:48:18,11545.0,spanish,2013-05-01T15:49:50,active
1483.0,2013-05-01T13:51:50,409.0,english,,pending
1484.0,2013-05-01T21:19:09,49.0,spanish,2013-05-01T21:20:21,active
1485.0,2013-05-02T07:38:35,6123.0,french,2013-05-02T07:40:11,active
1486.0,2013-05-02T07:15:37,2900.0,chinese,2013-05-02T07:17:06,active
1487.0,2013-05-02T12:37:09,31.0,russian,2013-05-02T12:38:28,active
1488.0,2013-05-02T00:16:49,279.0,chinese,,pending
1489.0,2013-05-02T11:27:34,12085.0,italian,,pending
1490.0,2013-05-02T11:33:34,1.0,chinese,2013-05-02T11:35:09,active
1491.0,2013-05-02T13:56:53,10274.0,english,2013-05-02T13:58:32,active
1492.0,2013-05-02T19:55:50,12603.0,english,,pending
1493.0,2013-05-02T11:26:28,5775.0,french,2013-05-02T11:27:49,active
1494.0,2013-05-02T12:37:36,7360.0,english,,pending
1495.0,2013-05-02T16:51:16,586.0,french,2013-05-02T16:52:43,active
1496.0,2013-05-02T11:50:11,11013.0,english,2013-05-02T11:51:38,active
1497.0,2013-05-02T10:53:39,552.0,indian,,pending
1498.0,2013-05-03T13:46:57,11680.0,indian,,pending
1499.0,2013-05-03T00:49:56,3.0,japanese,,pending
1500.0,2013-05-03T11:39:17,12509.0,french,2013-05-03T11:40:32,active
1501.0,2013-05-03T09:33:06,948.0,english,,pending
1502.0,2013-05-03T13:19:38,5623.0,english,,pending
1503.0,2013-05-03T15:40:20,6321.0,arabic,2013-05-03T15:41:48,active
1504.0,2013-05-03T04:18:24,6.0,english,2013-05-03T04:19:29,active
1505.0,2013-05-03T12:34:07,7753.0,portugese,,pending
1506.0,2013-05-03T09:20:43,4740.0,english,,pending
1507.0,2013-05-03T18:34:29,2552.0,japanese,2013-05-03T18:36:04,active
1508.0,2013-05-03T12:08:37,4620.0,english,,pending
1509.0,2013-05-03T07:10:40,8665.0,spanish,,pending
1510.0,2013-05-03T13:20:26,1477.0,german,,pending
1511.0,2013-05-03T09:34:48,91.0,indian,,pending
1512.0,2013-05-03T13:00:40,1.0,english,2013-05-03T13:01:49,active
1513.0,2013-05-03T09:52:17,2133.0,english,,pending
1514.0,2013-05-03T09:41:14,3076.0,english,,pending
1515.0,2013-05-04T15:34:53,2439.0,english,2013-05-04T15:36:19,active
1516.0,2013-05-04T07:37:10,3147.0,english,,pending
1517.0,2013-05-04T14:14:06,6294.0,italian,,pending
1518.0,2013-05-04T09:30:14,50.0,french,2013-05-04T09:31:45,active
1519.0,2013-05-04T06:34:08,2373.0,english,2013-05-04T06:35:25,active
1520.0,2013-05-05T09:30:38,55.0,spanish,2013-05-05T09:32:14,active
1521.0,2013-05-05T10:55:40,1.0,english,2013-05-05T10:57:17,active
1522.0,2013-05-05T12:14:32,11232.0,english,,pending
1523.0,2013-05-05T14:00:34,1042.0,indian,,pending
1524.0,2013-05-05T19:44:10,5.0,spanish,2013-05-05T19:45:46,active
1525.0,2013-05-06T15:25:44,127.0,french,,pending
1526.0,2013-05-06T01:15:33,2673.0,english,,pending
1527.0,2013-05-06T08:51:49,9065.0,english,2013-05-06T08:53:16,active
1528.0,2013-05-06T14:20:51,12487.0,english,,pending
1529.0,2013-05-06T11:30:07,1.0,english,,pending
1530.0,2013-05-06T11:25:24,587.0,german,,pending
1531.0,2013-05-06T18:30:51,66.0,english,2013-05-06T18:32:29,active
1532.0,2013-05-06T10:33:17,9785.0,arabic,,pending
1533.0,2013-05-06T12:42:49,16.0,italian,2013-05-06T12:44:23,active
1534.0,2013-05-06T18:16:17,6248.0,english,2013-05-06T18:17:51,active
1535.0,2013-05-06T18:50:44,6696.0,spanish,2013-05-06T18:52:02,active
1536.0,2013-05-06T01:36:12,5044.0,arabic,,pending
1537.0,2013-05-06T13:29:12,8360.0,german,,pending
1538.0,2013-05-06T18:07:28,12957.0,korean,,pending
1539.0,2013-05-06T17:27:42,6788.0,english,,pending
1540.0,2013-05-06T08:05:57,12249.0,chinese,2013-05-06T08:07:23,active
1541.0,2013-05-06T12:33:20,3.0,english,,pending
1542.0,2013-05-06T05:43:53,219.0,english,2013-05-06T05:45:24,active
1543.0,2013-05-06T02:24:34,57.0,spanish,2013-05-06T02:26:15,active
1544.0,2013-05-06T01:22:38,7.0,spanish,2013-05-06T01:24:02,active
1545.0,2013-05-07T15:15:42,2565.0,english,,pending
1546.0,2013-05-07T17:41:43,11608.0,spanish,2013-05-07T17:42:52,active
1547.0,2013-05-07T17:19:56,19.0,spanish,2013-05-07T17:21:27,active
1548.0,2013-05-07T07:04:07,10546.0,indian,,pending
1549.0,2013-05-07T15:59:09,1109.0,english,,pending
1550.0,2013-05-07T06:17:35,5.0,french,2013-05-07T06:19:01,active
1551.0,2013-05-07T10:02:13,11058.0,english,2013-05-07T10:03:53,active
1552.0,2013-05-07T16:41:13,3381.0,spanish,2013-05-07T16:42:32,active
1553.0,2013-05-07T18:41:29,8831.0,german,,pending
1554.0,2013-05-07T15:23:48,8306.0,indian,,pending
1555.0,2013-05-07T23:28:51,4891.0,arabic,,pending
1556.0,2013-05-07T10:59:52,3128.0,portugese,2013-05-07T11:01:16,active
1557.0,2013-05-07T08:20:12,10340.0,english,2013-05-07T08:21:51,active
1558.0,2013-05-07T11:25:05,3478.0,english,2013-05-07T11:26:50,active
1559.0,2013-05-07T18:50:27,12401.0,portugese,,pending
1560.0,2013-05-07T12:54:04,1.0,english,,pending
1561.0,2013-05-07T15:36:04,2329.0,french,,pending
1562.0,2013-05-07T16:54:39,7014.0,indian,2013-05-07T16:55:55,active
1563.0,2013-05-07T10:32:22,2.0,english,,pending
1564.0,2013-05-07T15:53:48,1.0,indian,,pending
1565.0,2013-05-08T18:31:03,12316.0,english,2013-05-08T18:32:38,active
1566.0,2013-05-08T08:26:05,3.0,portugese,2013-05-08T08:27:42,active
1567.0,2013-05-08T09:22:03,11629.0,italian,,pending
1568.0,2013-05-08T02:17:05,994.0,english,2013-05-08T02:18:39,active
1569.0,2013-05-08T12:02:15,33.0,english,,pending
1570.0,2013-05-08T19:55:02,4.0,english,,pending
1571.0,2013-05-08T10:29:06,52.0,arabic,2013-05-08T10:30:48,active
1572.0,2013-05-08T21:29:05,4656.0,english,,pending
1573.0,2013-05-08T22:41:23,12807.0,korean,2013-05-08T22:42:52,active
1574.0,2013-05-08T18:04:03,30.0,english,,pending
1575.0,2013-05-08T18:31:43,8354.0,english,,pending
1576.0,2013-05-08T18:40:39,12554.0,english,,pending
1577.0,2013-05-08T08:30:28,6793.0,german,,pending
1578.0,2013-05-08T10:32:21,2836.0,indian,,pending
1579.0,2013-05-08T08:34:44,1811.0,english,2013-05-08T08:36:08,active
1580.0,2013-05-08T15:42:15,1.0,portugese,,pending
1581.0,2013-05-08T09:15:57,570.0,french,,pending
1582.0,2013-05-08T14:11:34,9639.0,french,,pending
1583.0,2013-05-08T14:24:17,139.0,english,2013-05-08T14:25:57,active
1584.0,2013-05-09T17:04:42,1.0,english,2013-05-09T17:06:28,active
1585.0,2013-05-09T11:57:43,11612.0,japanese,,pending
1586.0,2013-05-09T12:38:11,10291.0,english,2013-05-09T12:39:37,active
1587.0,2013-05-09T15:01:15,2827.0,german,,pending
1588.0,2013-05-09T11:59:34,383.0,english,,pending
1589.0,2013-05-09T18:17:41,10956.0,english,,pending
1590.0,2013-05-09T18:22:21,3.0,english,,pending
1591.0,2013-05-09T18:12:31,13008.0,arabic,,pending
1592.0,2013-05-09T11:19:55,9619.0,japanese,2013-05-09T11:21:15,active
1593.0,2013-05-09T15:50:37,7549.0,german,,pending
1594.0,2013-05-09T16:55:38,11251.0,english,2013-05-09T16:57:07,active
1595.0,2013-05-09T14:48:01,11097.0,spanish,2013-05-09T14:49:17,active
1596.0,2013-05-09T15:14:11,1.0,german,,pending
1597.0,2013-05-09T09:42:50,2.0,english,,pending
1598.0,2013-05-09T09:02:12,111.0,portugese,2013-05-09T09:03:34,active
1599.0,2013-05-09T03:59:43,13.0,indian,2013-05-09T04:01:25,active
1600.0,2013-05-09T11:25:28,12632.0,english,2013-05-09T11:26:54,active
1601.0,2013-05-10T10:40:30,1.0,english,,pending
1602.0,2013-05-10T16:41:33,12213.0,english,2013-05-10T16:43:07,active
1603.0,2013-05-10T05:08:46,10234.0,russian,,pending
1604.0,2013-05-10T15:35:36,2123.0,english,,pending
1605.0,2013-05-10T11:59:03,72.0,english,2013-05-10T12:00:25,active
1606.0,2013-05-10T02:17:58,9538.0,italian,2013-05-10T02:19:13,active
1607.0,2013-05-10T18:49:51,12897.0,portugese,2013-05-10T18:51:15,active
1608.0,2013-05-10T14:40:04,2.0,english,2013-05-10T14:41:49,active
1609.0,2013-05-10T16:33:56,50.0,english,,pending
1610.0,2013-05-10T04:01:56,130.0,english,2013-05-10T04:03:18,active
1611.0,2013-05-10T16:22:45,3.0,english,2013-05-10T16:23:53,active
1612.0,2013-05-10T09:26:34,8274.0,portugese,,pending
1613.0,2013-05-10T08:54:00,390.0,english,,pending
1614.0,2013-05-10T13:18:14,1.0,french,2013-05-10T13:19:52,active
1615.0,2013-05-10T11:18:21,4.0,english,2013-05-10T11:19:43,active
1616.0,2013-05-10T13:13:31,6449.0,english,2013-05-10T13:15:03,active
1617.0,2013-05-10T16:38:35,7800.0,english,,pending
1618.0,2013-05-10T16:28:29,1462.0,portugese,,pending
1619.0,2013-05-10T11:13:55,10941.0,english,,pending
1620.0,2013-05-11T04:47:45,5.0,german,,pending
1621.0,2013-05-11T09:08:27,5245.0,german,2013-05-11T09:09:58,active
1622.0,2013-05-11T09:56:13,1.0,german,,pending
1623.0,2013-05-11T17:17:07,6.0,chinese,,pending
1624.0,2013-05-11T04:59:57,304.0,japanese,,pending
1625.0,2013-05-12T11:41:32,637.0,english,2013-05-12T11:42:56,active
1626.0,2013-05-12T10:43:40,8.0,english,,pending
1627.0,2013-05-12T04:24:06,4.0,english,2013-05-12T04:25:37,active
1628.0,2013-05-12T12:10:16,13.0,english,2013-05-12T12:11:38,active
1629.0,2013-05-13T03:31:29,6270.0,english,,pending
1630.0,2013-05-13T13:51:00,406.0,english,2013-05-13T13:52:35,active
1631.0,2013-05-13T16:48:42,6868.0,english,,pending
1632.0,2013-05-13T12:19:21,32.0,english,2013-05-13T12:20:45,active
1633.0,2013-05-13T10:25:54,12293.0,english,2013-05-13T10:27:30,active
1634.0,2013-05-13T20:40:30,1839.0,english,,pending
1635.0,2013-05-13T19:43:07,11576.0,chinese,,pending
1636.0,2013-05-13T16:58:28,10472.0,portugese,,pending
1637.0,2013-05-13T15:11:22,2439.0,french,2013-05-13T15:12:30,active
1638.0,2013-05-13T15:14:38,12640.0,english,2013-05-13T15:16:13,active
1639.0,2013-05-13T15:36:49,14.0,english,2013-05-13T15:38:08,active
1640.0,2013-05-13T17:16:58,11913.0,arabic,,pending
1641.0,2013-05-13T09:56:56,415.0,english,2013-05-13T09:58:13,active
1642.0,2013-05-13T18:41:57,5384.0,japanese,,pending
1643.0,2013-05-13T06:31:53,3.0,arabic,2013-05-13T06:33:19,active
1644.0,2013-05-13T16:26:17,10222.0,french,,pending
1645.0,2013-05-13T13:32:07,1.0,indian,2013-05-13T13:33:30,active
1646.0,2013-05-13T17:34:13,8358.0,english,2013-05-13T17:35:41,active
1647.0,2013-05-13T17:36:24,6500.0,indian,,pending
1648.0,2013-05-13T13:57:09,7263.0,russian,2013-05-13T13:58:46,active
1649.0,2013-05-14T17:43:41,3103.0,english,2013-05-14T17:44:55,active
1650.0,2013-05-14T21:21:03,7520.0,english,,pending
1651.0,2013-05-14T21:56:15,10266.0,korean,2013-05-14T21:57:49,active
1652.0,2013-05-14T16:33:07,6554.0,spanish,2013-05-14T16:34:30,active
1653.0,2013-05-14T16:29:35,7407.0,indian,,pending
1654.0,2013-05-14T17:14:19,5570.0,english,2013-05-14T17:15:49,active
1655.0,2013-05-14T11:26:13,5535.0,english,,pending
1656.0,2013-05-14T16:10:45,2.0,english,,pending
1657.0,2013-05-14T10:05:38,1275.0,spanish,,pending
1658.0,2013-05-14T18:48:13,11459.0,chinese,,pending
1659.0,2013-05-14T09:46:53,12154.0,english,2013-05-14T09:48:41,active
1660.0,2013-05-14T09:46:17,1.0,english,,pending
1661.0,2013-05-14T11:52:59,14.0,japanese,2013-05-14T11:54:39,active
1662.0,2013-05-14T13:41:57,8.0,english,,pending
1663.0,2013-05-14T08:29:12,6120.0,spanish,,pending
1664.0,2013-05-14T14:09:21,1913.0,french,2013-05-14T14:10:53,active
1665.0,2013-05-14T10:16:40,10823.0,english,,pending
1666.0,2013-05-14T02:55:50,12931.0,english,2013-05-14T02:57:26,active
